Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.23716574999983422,1000,,,,-0.0625,-0.0140625,-0.97158203125,0.00006526200046713782,0.020037635990747135,16.446307823575506,0.18255706791337575,0,0,3.0023897613472075,0,0,0,0,0.06591796875,,
0.23818524999953805,1063.3333333333333,,,,-0.05224609375,-0.03076171875,-0.98857421875,0.003688835256699159,0.22259876601533335,16.44051689629947,0.3939251909891092,0,2101,6.476333503472786,0.8120188170312612,12.534615430206966,0.2755427102177127,0.034383901615922086,0.165234375,,
3.766941499999445,1126.6666666666667,,,,-0.04677734375,-0.019140625,-0.9947265625,0.008896519342510045,0.5698328415298577,16.434311501589686,0.6446715259271358,0,3207,10.594732626877086,2.9874506488676067,28.19793363702987,0.19075491898545005,0.05378492760673292,0.2962890625,,
7.3199537499995895,1190,,,,-0.04853515625,-0.02255859375,-0.99931640625,0.013789525025707725,0.8597846316131229,16.425586856997462,0.9472380397588112,0,4036,15.558940372908646,5.828577497891221,37.46176478035471,0.14751544597049823,0.0552607977702334,0.29189453125,,
10.881806249999489,1253.333333333333,,,,-0.05,-0.0029296875,-0.99453125,0.01944643944782854,1.1756892783289075,16.414083643312086,1.301104231133221,0,4734,21.356433749166946,9.641288554863552,45.145017579936386,0.12194650414015744,0.05505086271096741,0.94677734375,,
14.413527999999513,1316.6666666666667,,,,-0.0580078125,-0.002734375,-0.98720703125,0.02458844466378984,1.5485667994552794,16.403375842451084,1.7066475706576791,0,5347,27.994781771041893,13.768805392405891,49.18378800735197,0.11247049066477302,0.055316835644861805,1.3337890625,,
17.916616749999484,1380,,,,-0.03388671875,-0.101171875,-1.01484375,0.029683744549234448,1.8881991637019109,16.39311642930523,2.111119772094114,0,5906,34.60783225447176,18.358997692778576,53.0487375246669,0.10284944503557371,0.05455999701279615,1.29140625,,
21.425917249999422,1443.333333333333,,,,-0.0408203125,-0.0208984375,-1.000390625,0.03524014250929093,2.225094529232946,16.382185436177785,2.5446789287003098,0,6422,41.68740241348878,23.701147450696634,56.85449013591445,0.09388129979376188,0.05337573245521018,0.75888671875,,
24.91553349999948,1506.6666666666672,,,,-0.04296875,-0.021875,-1.00498046875,0.0418198378396696,2.651674923633622,16.367488547787854,3.176093428628012,0,7032,51.98466862077597,30.797114079650562,59.243120218418994,0.08610268961380396,0.05100971595625944,0.801171875,,
28.41436149999955,1570,,,,-0.050390625,-0.03046875,-1.003125,0.05041898478283101,3.1896319665028035,16.347909618861745,3.9828627734693227,0,7631,65.11147773735297,40.29230826179144,61.88233194022963,0.07916246049087594,0.048987598808206016,0.6630859375,,
31.91434224999952,1633.3333333333328,,,,-0.053515625,-0.02763671875,-0.992578125,0.05859828148004988,3.696495682949071,16.32865606739931,4.862556622082555,0,8186,79.39900500651713,50.23490004044818,63.2703045097493,0.07358431855992285,0.04655712846944083,0.47001953125,,
35.43968349999958,1696.6666666666672,,,,-0.047265625,-0.01513671875,-0.99599609375,0.06807765284532481,4.317046775915578,16.30321973354483,5.996203817500706,0,8833,97.7574258686147,62.96907490276912,64.41369119722997,0.06855829660405435,0.04416085610028094,0.43447265625,,
38.94008624999971,1760,,,,-0.03251953125,-0.00986328125,-0.991015625,0.07878032953456668,5.002817206620565,16.272659473119035,7.313807724694195,0,9422,119.01510183731038,77.72816603650243,65.30957853149597,0.06436324251307453,0.04203528646747759,0.38466796875,,
42.418648249999485,1823.3333333333333,,,,-0.04140625,-0.0271484375,-1.0076171875,0.0881107183783372,5.653015451261482,16.243125019730734,8.687617385853429,0,9966,141.11405235412482,91.9544052611036,65.1632419899692,0.06147647660851748,0.04005996800221905,0.4041015625,,
45.915040499999606,1886.6666666666667,,,,-0.036328125,-0.02294921875,-1.00078125,0.09916842489137706,6.351250470407996,16.20696047941214,10.269433991132681,0,10522,166.43630863240145,109.26640345752871,65.65057027840878,0.05812637852466188,0.03816026629315183,0.4302734375,,
49.41582299999958,1950,,,,-0.02587890625,-0.02275390625,-1.02666015625,0.11301566209894245,7.21433995101752,16.15633643070287,12.429338679234668,0,11140,200.81257654053402,131.84373980789792,65.65514419334332,0.05471887996599245,0.035925745892412916,0.68349609375,,
