Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
7.169819999999949,1000,,,,0,-0.044921875,-0.958984375,-0.12350142066304988,-18.452563522957846,16.028915277876557,0.011960217736016798,0,0,0.19170931679556982,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.116108459660957,0.05859375,0.01343104887406607,0,1,1,1,0,0,0,0,,
7.179375000000058,1000,,,,0,-0.05078125,-0.9609375,-0.12350142066304988,-18.452563522957846,16.029101344552224,0.01191730629732568,0,0,0.19102371039390376,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.116108459660957,0.05859375,0.013424271193838794,0,1,1,1,0,0,0,0,,
7.197729999999981,1000,,,,0,-0.046875,-0.958984375,-0.12350142066304988,-18.452563522957846,16.02926864841093,0.012888595336835479,0,0,0.20659475715479225,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.116108459660957,0.05859375,0.01346704564427112,0,1,1,1,0,0,0,0,,
7.211525000000023,1000,,,,0,-0.044921875,-0.95703125,-0.12350142066304988,-18.452563522957846,16.02938631175541,0.013571694446009835,0,0,0.21754593318019697,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.116108459660957,0.05859375,0.013500130914228498,0,1,1,1,0,0,0,0,,
7.221514999999956,1000,,,,0,-0.046875,-0.95703125,-0.12350142066304988,-18.452563522957846,16.029546601003155,0.014067755704822021,0,0,0.22549974564197256,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.116108459660957,0.05859375,0.013525920747261277,0,1,1,1,0,0,0,0,,
7.237060000000056,1000,,,,0,-0.046875,-0.9609375,-0.12350142066304988,-18.452617540699094,16.02952769946463,0.012377103717589988,0,0,0.19839912688025535,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.1161139921133543,0.05859375,0.013440058651083858,0,1,1,1,0,0,0,0,,
7.247679999999935,1000,,,,0,-0.044921875,-0.95703125,-0.12350142066304988,-18.452617540699094,16.029333611366354,0.012521366139482681,0,0,0.2007091551198343,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.1161139921133543,0.05859375,0.01344378951790895,0,1,1,1,0,0,0,0,,
7.261645000000018,1000,,,,0,-0.05078125,-0.95703125,-0.12350142066304988,-18.452617540699094,16.029333569292156,0.013240701703938651,0,0,0.21223962430392768,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.1161139921133543,0.05859375,0.013477237197832365,0,1,1,1,0,0,0,0,,
7.2741700000000415,1000,,,,0,-0.044921875,-0.955078125,-0.12350142066304988,-18.452617540699094,16.02939790658212,0.013042185895988878,0,0,0.20905838729841897,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.1161139921133543,0.05859375,0.013466278216584276,0,1,1,1,0,0,0,0,,
7.297864999999991,1000,,,,0,-0.046875,-0.95703125,-0.12350142066304988,-18.452617540699094,16.029867052426734,0.015234071989925602,0,0,0.24420014866560538,0,0,0,0,-0.2136049629786585,-0.9480524872606049,1.1161139921133543,0.05859375,0.013581231312006559,0,1,1,1,0,0,0,0,,
7.312125000000059,1000,,,,0,-0.046875,-0.95703125,-0.12348926455614948,-18.452617540699094,16.02982142952532,0.015727951710554522,0,0,0.2521162573723863,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.1161139921133543,0.05859375,0.013614373950019049,0,1,1,1,0,0,0,0,,
7.321900000000023,1000,,,,0,-0.046875,-0.95703125,-0.12348926455614948,-18.452617540699094,16.02990420148923,0.01620156008439544,0,0,0.25970945606753065,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.1161139921133543,0.05859375,0.01364529845146592,0,1,1,1,0,0,0,0,,
